-7.775054585260204876e-02;1.232263846879255720e-01;-1.237655493969936210e-01;-1.916291510681366606e-01;-4.155724009364427513e-02;-3.146536215176948953e-02;-1.902616458447303760e-01;9.363904809916309691e-02;-9.141958287429703678e-02;1.198454793334581964e-01
-2.427455880372433594e-01;2.200952437256683270e-01;2.493834842871047244e-02;1.412279748000892510e-01;9.372187283061278115e-03;-5.130156430924601857e-02;3.319851602200981494e-02;-8.212665859574068417e-02;1.015897124075348240e-01;3.255268852057845996e-01
-1.761486698175588339e-01;-1.618394577358127084e-01;-1.352965176373006340e-01;2.971891543108718184e-02;1.570786375080490682e-01;-1.312401227330153297e-01;1.184463764143582204e-01;-6.853090830127070432e-02;9.582817162858540960e-02;2.632580728832174533e-01
1.360952203028552576e-01;2.123377125402677590e-01;2.157635258287991797e-01;3.304532844548510595e-01;4.186696977504925088e-01;3.509951549898721601e-01;2.892030022407156009e-01;2.743663976442078933e-01;3.197142071504038841e-01;-3.535306868695618082e-02
-1.671805784717977916e-01;-1.480053529592154637e-01;-3.101998742365536521e-01;-2.335409533900145163e-01;1.729693415423481928e-02;-3.153128190992163793e-01;-4.382557032809955566e-02;-3.571953908961518764e-01;-1.826617584100428404e-01;5.714713161255409457e-02
-4.959796686993797610e-02;8.720240046097860187e-02;-3.259053283198515283e-02;1.431566003544624266e-01;1.777896027378726151e-01;-1.272172190698444838e-01;-1.276680967746768869e-01;8.174721838893114767e-02;2.346025817514025003e-01;-1.219085546950923055e-01
1.618931660664858496e-01;-1.422121925553949950e-01;4.778697281694695848e-02;2.757618212045051184e-02;1.897093625087861446e-01;1.084866339253167805e-01;-4.300512425935072713e-02;-2.065802938776339082e-01;-1.411361259469955387e-01;1.583883490476587497e-01
2.191685448716153006e-01;-2.288701172233782166e-01;-2.547465990589940082e-02;3.406895548582940525e-01;-1.976939738544280234e-01;3.356247682110714836e-02;1.874171538530390591e-01;-1.233910213275366680e-02;2.205749796254424244e-01;-5.549571617102447979e-02
5.675536549484541671e-02;8.390560997592869108e-02;-2.349664075309902955e-01;1.681036742157377417e-01;4.457454883589631600e-02;-2.825047309451025335e-01;1.294951913233172505e-02;-5.271961469388895816e-02;6.802725424639206875e-02;2.179944403102298534e-01
-2.727989095076555071e-01;-2.340390452918176822e-01;1.340131808280779213e-01;2.316466855396621394e-01;-3.539966826535949351e-02;3.567200335693311575e-02;-8.642513178843488908e-02;-6.120905768211978154e-02;2.300895054657906558e-01;-4.893895337689915803e-02
-6.232483133299561440e-02;-5.635073976968724141e-02;-8.600133406488495724e-02;-3.031112981699694009e-01;8.670309790142285977e-02;9.563932686449259923e-02;-3.085333237521581048e-02;4.825418441968602756e-02;1.887333084954209428e-01;-2.020263396534261735e-01
-1.004391955314924006e-01;-2.465740830561646835e-02;-3.417882563917276628e-01;2.427944260179652480e-01;5.989630363570327964e-02;-1.053857606210321929e-02;1.035059853061480462e-02;-4.750421471408992902e-02;-2.253560901936928762e-01;-7.653571733867253757e-02
-6.430117256064409037e-02;1.422650767803077809e-01;-2.894180228317111414e-01;-2.541023272905022501e-01;2.964575228297040344e-04;7.312245342716480745e-02;-2.238921790345288210e-01;7.774523559598547906e-02;-8.035354506267218880e-03;-1.141017213027384902e-01
-2.012931416585667932e-01;-1.512670779471933236e-01;-5.865934631197904092e-02;-4.084671900315352266e-02;-2.009377552276730150e-01;-6.995744330684537660e-02;-9.252086458836819571e-02;2.233503414662208197e-01;-2.355489204607100033e-03;-2.520641899525232210e-01
-6.695925014039774692e-02;-1.134900969975763535e-01;-7.453886558863014045e-02;2.190583554612180253e-03;2.051104609916259980e-01;-2.621847909345507710e-01;5.116800461568815628e-02;2.089635350406645470e-02;3.305399088540866837e-01;2.256251064545115870e-01
2.744277183987128277e-01;2.525378092817432418e-01;-6.907021686053253784e-02;4.799724333562656320e-02;-1.620465381693589613e-01;-7.120874636378572708e-02;-6.141434463663599658e-02;1.597747546383962158e-01;2.529862973479455879e-01;1.483535911947960195e-01
3.098608143744598920e-01;-1.808371792003381773e-01;-7.064096014870133514e-03;1.107821839784983858e-01;-2.952605739215084513e-01;-8.000463145733947845e-02;7.889476340260523357e-02;1.891853667760326763e-01;-2.004778405768524729e-01;-1.170289691205393529e-01
-2.437573111229454081e-01;-2.057538161476193672e-01;-3.325082884733271404e-01;-2.664650088437397479e-01;-1.919041523868322552e-01;-1.841625249106643436e-01;-2.454380377482937858e-01;-2.738283929654675500e-02;-2.556280581857625078e-01;-1.796887563207593685e-01
-6.938012190916754973e-02;-1.721621740933775013e-01;-1.007736860864568568e-01;-1.231870435372835748e-01;-1.774945303960545895e-01;-2.389602116991895453e-01;9.693579460530834732e-03;-1.119534226329264442e-01;-2.780528996469843750e-01;1.133931593401373006e-01
-1.618905503832263615e-01;1.207077147115210441e-01;1.125790065634036108e-01;-1.230216680117779404e-01;-5.397463720592580311e-02;3.041259137173219496e-01;-1.967354599283999139e-01;-1.102596907858163916e-01;-2.819859350830403524e-02;-9.051627293032851740e-02
-2.835009167635996752e-01;-1.564792657993513414e-01;-2.429437299253827884e-02;-2.156729859934050364e-01;-2.204397688417105428e-01;1.609759701086764874e-02;-6.661500192049195660e-04;-1.270924153786536226e-01;-2.600769736675718757e-01;-1.525703984092226240e-01
